x y
385.31451080529695 994.5382805218377
786.6641973793993 1200.5833282867725
391.95635287131665 1007.7950739322808
790.3819890712535 1199.4563101137603
389.16200710362983 999.479739005329
997.8722421469739 1511.5962161150421
510.61644702569606 113.88089369753595
606.7518253939728 592.5809678613047
1003.5015241198772 1504.2439256596106
189.34646596930668 1109.9398194220294
485.8287599329067 94.10656627127102
1009.7377830004201 1495.7335998819997
806.6596122470835 1207.1838784048236
599.7309915896386 595.6012513766395
699.4035091983926 291.07515477400517
874.9318334812588 513.2751440139755
810.968050415856 1197.7636664915854
511.75557039031054 101.52072995352516
705.558022759612 296.81643528027973
811.1483531602663 1203.0162378335124
517.0587018493717 110.03540675275826
1366.9076421642956 700.3969712426023
698.8572299196094 313.5274880123979
1304.5371406506329 796.220330618035
197.79708073775407 1098.0147250898756
1404.1025329253548 706.5821363980247
1286.6760423343774 815.8737512561186
401.31623634138697 996.7848765422142
195.84850071441693 1086.2106952661393
903.1785357140931 500.32290951665277
1403.6940241398474 712.402095730868
592.1324056457589 600.7199641866223
1296.6032063695623 796.1815442661376
907.404853795308 504.7196703080318
210.9949325904933 1107.7406820438532
583.4043510694402 595.8493811921155
398.6008964799987 1002.6537245806004
793.179970461065 1193.2665026008106
612.9940421572053 608.0685898429961
1004.589581984236 1496.0184630372646
1279.7511713473982 794.6318485751237
693.9252946702851 317.06247554330065
713.280888413873 319.55236465154184
1282.7007932471925 799.8514217962318
508.77662344810574 84.51783384339798
799.2024802784402 1206.6443065879264
692.0705571920877 284.57162036629376
196.3947421094487 1104.5489332404698
508.079415566431 97.33423060911561
802.0752163632532 1195.3009815024757
395.81767797937505 1015.3138518688048
394.821699131855 1003.2319173038873
509.95571085524125 93.98650032008972
900.377190517492 490.0304945516133
1291.0483653788476 799.0090635411792
892.099262851086 491.89521018275957
499.46087637628887 87.87787194252002
895.9396183284534 504.3280582802533
205.24357418185744 1096.007974579429
889.5291120227411 497.9399391392648
502.6174991994545 96.29847524423846
393.109447550907 983.0868170503209
797.3569160323873 1211.254536496744
980.9708859476749 1485.4449406537585
595.2945181314356 591.213679706117
600.8719422730243 594.4205004859305
598.4256127530462 606.625735044621
491.32971751420587 96.89378879007691
908.9074317673081 514.8198071774849
207.38191966712265 1101.2769979212399
399.31560279406057 1000.8549216993599
994.9373448391034 1502.5269747419902
1303.9896255172716 779.8378360275693
903.7246693701823 492.3720664301379
185.2465315974032 1102.4369353647048
1390.1005046588227 700.8372926324647
607.6453141484379 586.0514839792177
601.6378670029302 604.720081874558
1400.0773850724422 696.5839132330652
205.19987112978484 1092.181570808856
990.1924895447786 1502.3726583588739
1303.9641354546989 805.9788829941631
1304.2930311461723 805.4988437340443
699.4982644796681 320.6821638243948
1309.6473960123913 795.9800785224288
698.2967630769841 291.86558327424825
1386.9071413483089 711.9267575555515
902.4743263581498 483.61402261164284
1003.7651777043494 1509.3443383045014
1403.325202009969 704.6483286965711
408.21073704178343 989.2773506939172
1009.3032034053986 1498.667370009366
193.99856577779443 1100.7680096678641
1392.4235762866979 702.4741054659386
1001.7552778605631 1504.7120717468767
1403.7514438697913 699.3316574062912
799.7852441031647 1207.748615190443
702.3397449411742 309.70907692221465
1396.4930842253414 699.2120716880524
688.1406694703841 317.59676420111464
